Duration (ms), Start date, End date, Start station, End station, Bike number, Member type
6438686, 2017/1/1 13:03, 2017/1/1 14:51, 14th & R St NW, New Hampshire Ave & 24th St NW, W21989, Casual
6437444, 2017/1/1 13:03, 2017/1/1 14:51, 14th & R St NW, New Hampshire Ave & 24th St NW, W22511, Casual
822942, 2017/1/1 13:04, 2017/1/1 13:18, 15th & P St NW, Wisconsin Ave & O St NW, W00288, Member
809801, 2017/1/1 13:04, 2017/1/1 13:17, 11th & Kenyon St NW, 14th & Girard St NW, W01400, Member
529962, 2017/1/1 13:04, 2017/1/1 13:13, 18th St & Wyoming Ave NW, 15th & P St NW, W23133, Member
805009, 2017/1/1 13:04, 2017/1/1 13:18, 11th & Kenyon St NW, 14th & Girard St NW, W21835, Member
413175, 2017/1/1 13:04, 2017/1/1 13:11, Eastern Market Metro / Pennsylvania Ave & 7th St SE, Oklahoma Ave & D St NE, W20009, Member
949590, 2017/1/1 13:04, 2017/1/1 13:20, US Dept of State / Virginia Ave & 21st St NW, Smithsonian-National Mall / Jefferson Dr & 12th St SW, W00452, Casual
4447501, 2017/1/1 13:05, 2017/1/1 14:19, 17th St & Independence Ave SW, 1st & D St SE, W21458, Casual
2767356, 2017/1/1 13:05, 2017/1/1 13:51, Henry Bacon Dr & Lincoln Memorial Circle NW, 17th & G St NW, W22873, Casual
1425780, 2017/1/1 13:05, 2017/1/1 13:29, Columbia Rd & Belmont St NW, 34th & Water St NW, W00341, Member
2721414, 2017/1/1 13:05, 2017/1/1 13:51, Henry Bacon Dr & Lincoln Memorial Circle NW, 17th & G St NW, W21922, Casual
1427323, 2017/1/1 13:05, 2017/1/1 13:29, Columbia Rd & Belmont St NW, 34th & Water St NW, W22298, Member
344315, 2017/1/1 13:06, 2017/1/1 13:11, Tenleytown / Wisconsin Ave & Albemarle St NW, Wisconsin Ave & Newark St NW, W00478, Member
6158898, 2017/1/1 13:06, 2017/1/1 14:48, 18th St & Pennsylvania Ave NW, 4th St & Madison Dr NW, W01208, Casual
1033025, 2017/1/1 13:06, 2017/1/1 13:23, Constitution Ave & 2nd St NW/DOL, Columbus Circle / Union Station, W20087, Member
597609, 2017/1/1 13:06, 2017/1/1 13:16, 14th & Irving St NW, 14th & Irving St NW, W00647, Member
6158103, 2017/1/1 13:06, 2017/1/1 14:49, 18th St & Pennsylvania Ave NW, 4th St & Madison Dr NW, W20159, Casual
423701, 2017/1/1 13:07, 2017/1/1 13:14, 3rd & H St NE, Constitution Ave & 2nd St NW/DOL, W20340, Member
1700186, 2017/1/1 13:07, 2017/1/1 13:35, Columbia Pike & S Dinwiddie St / Arlington Mill Community Center, East Falls Church Metro/Sycamore St & 19th St N, W22843, Member
187616, 2017/1/1 13:07, 2017/1/1 13:10, 11th & O St NW, 8th & O St NW, W20585, Member
406110, 2017/1/1 13:07, 2017/1/1 13:14, 3rd & H St NE, Constitution Ave & 2nd St NW/DOL, W21815, Member
2611282, 2017/1/1 13:08, 2017/1/1 13:51, 3rd & G St SE, Harvard St & Adams Mill Rd NW, W20230, Member
337942, 2017/1/1 13:08, 2017/1/1 13:13, 3rd & G St SE, 3rd St & Pennsylvania Ave SE, W21317, Member
584478, 2017/1/1 13:08, 2017/1/1 13:17, Rhode Island Ave & V St NE, 11th & M St NW, W23154, Member
297257, 2017/1/1 13:08, 2017/1/1 13:13, 3rd & M St NE, Columbus Circle / Union Station, W01283, Member
1017628, 2017/1/1 13:08, 2017/1/1 13:25, "Independence Ave & LEnfant Plaza SW/DOE", 4th St & Madison Dr NW, W21881, Casual
2563699, 2017/1/1 13:08, 2017/1/1 13:51, Henry Bacon Dr & Lincoln Memorial Circle NW, 17th & G St NW, W21173, Casual
1002740, 2017/1/1 13:08, 2017/1/1 13:25, "Independence Ave & LEnfant Plaza SW/DOE", 4th St & Madison Dr NW, W01217, Casual
559716, 2017/1/1 13:08, 2017/1/1 13:18, 7th & R St NW / Shaw Library, New Hampshire Ave & T St NW, W22708, Member
1234330, 2017/1/1 13:09, 2017/1/1 13:29, 4th St & Madison Dr NW, Jefferson Dr & 14th St SW, W00307, Casual
546232, 2017/1/1 13:09, 2017/1/1 13:18, New Jersey Ave & R St NW, 15th & L St NW, W00672, Member
2204114, 2017/1/1 13:09, 2017/1/1 13:46, Bethesda Ave & Arlington Rd, 34th & Water St NW, W21066, Member
277126, 2017/1/1 13:09, 2017/1/1 13:14, 8th & O St NW, 8th & H St NW, W00285, Member
1177551, 2017/1/1 13:10, 2017/1/1 13:29, 4th St & Madison Dr NW, Jefferson Dr & 14th St SW, W21679, Casual
1349639, 2017/1/1 13:10, 2017/1/1 13:32, 1st & K St SE, Jefferson Dr & 14th St SW, W00679, Member
451454, 2017/1/1 13:10, 2017/1/1 13:18, 8th & F St NE, Eastern Market / 7th & North Carolina Ave SE, W22457, Member
438018, 2017/1/1 13:11, 2017/1/1 13:18, 14th & V St NW, 7th & T St NW, W20246, Member
711570, 2017/1/1 13:11, 2017/1/1 13:23, Bladensburg Rd & Benning Rd NE, Eastern Market / 7th & North Carolina Ave SE, W22347, Member
1085358, 2017/1/1 13:12, 2017/1/1 13:30, Lynn & 19th St North, 14th & R St NW, W22693, Member
285983, 2017/1/1 13:12, 2017/1/1 13:17, Lincoln Park / 13th & East Capitol St NE , Eastern Market Metro / Pennsylvania Ave & 7th St SE, W20363, Member
272041, 2017/1/1 13:12, 2017/1/1 13:16, 1st & H St NW, 8th & H St NW, W00569, Member
584100, 2017/1/1 13:12, 2017/1/1 13:22, 18th & C St NW, Jefferson Dr & 14th St SW, W22357, Member
112898, 2017/1/1 13:13, 2017/1/1 13:15, 12th & L St NW, 10th & K St NW, W20706, Member
101753, 2017/1/1 13:13, 2017/1/1 13:15, 12th & L St NW, 10th & K St NW, W22158, Member
8571465, 2017/1/1 13:13, 2017/1/1 15:36, 10th St & Constitution Ave NW, Lincoln Memorial, W21080, Casual
523551, 2017/1/1 13:13, 2017/1/1 13:22, 18th & R St NW, 7th & T St NW, W22295, Member
8567697, 2017/1/1 13:13, 2017/1/1 15:36, 10th St & Constitution Ave NW, Lincoln Memorial, W22093, Casual
330467, 2017/1/1 13:13, 2017/1/1 13:19, Maryland Ave & E St NE, 3rd & H St NE, W20377, Member
2242639, 2017/1/1 13:14, 2017/1/1 13:51, 3rd St & Pennsylvania Ave SE, Harvard St & Adams Mill Rd NW, W21319, Member
705861, 2017/1/1 13:14, 2017/1/1 13:26, 15th & K St NW, 18th & R St NW, W22632, Member
590361, 2017/1/1 13:14, 2017/1/1 13:24, Constitution Ave & 2nd St NW/DOL, 5th & F St NW, W21762, Casual
369284, 2017/1/1 13:14, 2017/1/1 13:20, Utah St & 11th St N , George Mason Dr & Wilson Blvd, W22244, Member
545546, 2017/1/1 13:14, 2017/1/1 13:23, Constitution Ave & 2nd St NW/DOL, 5th & F St NW, W22277, Casual
1229687, 2017/1/1 13:14, 2017/1/1 13:35, Lee Hwy & N Kirkwood Rd, Kennebec St & 11th St N, W22690, Member
345005, 2017/1/1 13:15, 2017/1/1 13:20, Utah St & 11th St N , George Mason Dr & Wilson Blvd, W20476, Member
726328, 2017/1/1 13:15, 2017/1/1 13:27, California St & Florida Ave NW, 7th & R St NW / Shaw Library, W21113, Member
35490719, 2017/1/1 13:15, 2017/1/1 23:07, Braddock Rd Metro, Mount Vernon Ave & Kennedy St, W21237, Casual
3096601, 2017/1/1 13:15, 2017/1/1 14:07, Braddock Rd Metro, Braddock Rd Metro, W20019, Casual
383849, 2017/1/1 13:15, 2017/1/1 13:22, 18th & C St NW, Jefferson Dr & 14th St SW, W01482, Casual
5110453, 2017/1/1 13:16, 2017/1/1 14:41, Smithsonian-National Mall / Jefferson Dr & 12th St SW, 4th & C St SW, W21418, Casual
304355, 2017/1/1 13:16, 2017/1/1 13:21, 10th & E St NW, 10th St & Constitution Ave NW, W00311, Casual
1022156, 2017/1/1 13:16, 2017/1/1 13:33, Florida Ave & R St NW, 16th & R St NW, W01044, Member
5080729, 2017/1/1 13:16, 2017/1/1 14:41, Smithsonian-National Mall / Jefferson Dr & 12th St SW, 4th & C St SW, W22495, Casual
1133050, 2017/1/1 13:16, 2017/1/1 13:35, 14th & Girard St NW, 14th & Belmont St NW, W23121, Member
9837361, 2017/1/1 13:17, 2017/1/1 16:01, Washington Blvd & 10th St N, USDA / 12th & Independence Ave SW, W22780, Casual
440735, 2017/1/1 13:17, 2017/1/1 13:24, 39th & Calvert St NW / Stoddert, 37th & O St NW / Georgetown University, W21379, Member
282550, 2017/1/1 13:17, 2017/1/1 13:21, 10th & E St NW, 10th St & Constitution Ave NW, W22575, Casual
488291, 2017/1/1 13:17, 2017/1/1 13:25, Lincoln Memorial, Jefferson Dr & 14th St SW, W21836, Member
1532568, 2017/1/1 13:17, 2017/1/1 13:42, 39th & Veazey St NW, 14th & R St NW, W21459, Member
981629, 2017/1/1 13:17, 2017/1/1 13:33, New Hampshire Ave & T St NW, 11th & F St NW, W23122, Member
302321, 2017/1/1 13:17, 2017/1/1 13:22, New Hampshire Ave & T St NW, 21st & M St NW, W00662, Member
5288772, 2017/1/1 13:17, 2017/1/1 14:45, Bethesda Ave & Arlington Rd, Bethesda Ave & Arlington Rd, W00373, Casual
10690065, 2017/1/1 13:17, 2017/1/1 16:16, 2nd & G St NE, 2nd & G St NE, W20108, Casual
443350, 2017/1/1 13:17, 2017/1/1 13:25, M St & New Jersey Ave SE, 4th & M St SW, W20368, Member
286073, 2017/1/1 13:18, 2017/1/1 13:22, 21st & M St NW, M St & Pennsylvania Ave NW, W20866, Member
323668, 2017/1/1 13:18, 2017/1/1 13:23, Wilson Blvd & Franklin Rd, Lee Hwy & N Cleveland St, W21591, Member
10656115, 2017/1/1 13:18, 2017/1/1 16:15, 2nd & G St NE, 2nd & G St NE, W21734, Casual
5259603, 2017/1/1 13:18, 2017/1/1 14:45, Bethesda Ave & Arlington Rd, Bethesda Ave & Arlington Rd, W00913, Casual
281545, 2017/1/1 13:18, 2017/1/1 13:23, Wilson Blvd & Franklin Rd, Lee Hwy & N Cleveland St, W20279, Member
771390, 2017/1/1 13:18, 2017/1/1 13:31, 14th & R St NW, Eckington Pl & Q St NE, W00841, Member
531548, 2017/1/1 13:18, 2017/1/1 13:27, Benning Rd & East Capitol St NE / Benning Rd Metro, Anacostia Ave & Benning Rd NE / River Terrace , W21190, Member
372173, 2017/1/1 13:18, 2017/1/1 13:25, 17th & K St NW, 14th & G St NW, W00958, Member
416312, 2017/1/1 13:19, 2017/1/1 13:25, 4th & M St SW, Smithsonian-National Mall / Jefferson Dr & 12th St SW, W21496, Member
525638, 2017/1/1 13:19, 2017/1/1 13:27, Columbia Rd & Georgia Ave NW, 7th & R St NW / Shaw Library, W01366, Casual
5889060, 2017/1/1 13:19, 2017/1/1 14:57, 10th & G St NW, Smithsonian-National Mall / Jefferson Dr & 12th St SW, W21843, Casual
1284449, 2017/1/1 13:19, 2017/1/1 13:40, Calvert & Biltmore St NW, 8th & H St NW, W22728, Member
1204735, 2017/1/1 13:19, 2017/1/1 13:39, Calvert & Biltmore St NW, 8th & H St NW, W23260, Member
5854266, 2017/1/1 13:19, 2017/1/1 14:57, 10th & G St NW, Smithsonian-National Mall / Jefferson Dr & 12th St SW, W01206, Casual
4885981, 2017/1/1 13:19, 2017/1/1 14:41, Smithsonian-National Mall / Jefferson Dr & 12th St SW, 4th & C St SW, W20890, Casual
1075056, 2017/1/1 13:19, 2017/1/1 13:37, 10th St & Constitution Ave NW, Jefferson Dr & 14th St SW, W00640, Casual
423443, 2017/1/1 13:19, 2017/1/1 13:26, California St & Florida Ave NW, 14th & V St NW, W21848, Casual
4871073, 2017/1/1 13:20, 2017/1/1 14:41, Smithsonian-National Mall / Jefferson Dr & 12th St SW, 4th & C St SW, W20293, Casual
516938, 2017/1/1 13:20, 2017/1/1 13:28, Pershing & N George Mason Dr, N Randolph St & Fairfax Dr, W21942, Casual
499868, 2017/1/1 13:20, 2017/1/1 13:28, Pershing & N George Mason Dr, N Randolph St & Fairfax Dr, W00418, Casual
295220, 2017/1/1 13:20, 2017/1/1 13:25, Lee Hwy & N Cleveland St, Court House Metro / 15th & N Uhle St , W00880, Member
291660, 2017/1/1 13:20, 2017/1/1 13:25, Lee Hwy & N Cleveland St, Court House Metro / 15th & N Uhle St , W22765, Member
993499, 2017/1/1 13:20, 2017/1/1 13:37, 10th St & Constitution Ave NW, Jefferson Dr & 14th St SW, W23138, Casual
393390, 2017/1/1 13:20, 2017/1/1 13:27, 14th & L St NW, 14th & V St NW, W20043, Member
5064910, 2017/1/1 13:21, 2017/1/1 14:45, Bethesda Ave & Arlington Rd, Bethesda Ave & Arlington Rd, W22791, Casual
1292611, 2017/1/1 13:21, 2017/1/1 13:43, 34th & Water St NW, Lincoln Memorial, W00645, Casual
1274278, 2017/1/1 13:21, 2017/1/1 13:42, 34th & Water St NW, Lincoln Memorial, W22799, Casual
413756, 2017/1/1 13:21, 2017/1/1 13:28, Pershing & N George Mason Dr, N Randolph St & Fairfax Dr, W22855, Casual
265464, 2017/1/1 13:22, 2017/1/1 13:26, 4th St & Madison Dr NW, Smithsonian-National Mall / Jefferson Dr & 12th St SW, W23029, Member
239675, 2017/1/1 13:22, 2017/1/1 13:26, 4th & W St NE, Eckington Pl & Q St NE, W21320, Member
688557, 2017/1/1 13:22, 2017/1/1 13:33, 12th & L St NW, 16th & R St NW, W21717, Member
897982, 2017/1/1 13:22, 2017/1/1 13:37, George Mason Dr & Wilson Blvd, Clarendon Blvd & Pierce St, W00369, Member
10804737, 2017/1/1 13:22, 2017/1/1 16:22, 4th & C St SW, Kennedy Center, W20398, Casual
4308061, 2017/1/1 13:22, 2017/1/1 14:34, Bethesda Metro, Jefferson Dr & 14th St SW, W01481, Casual
10784829, 2017/1/1 13:22, 2017/1/1 16:22, 4th & C St SW, Kennedy Center, W00912, Casual
4280505, 2017/1/1 13:22, 2017/1/1 14:34, Bethesda Metro, Jefferson Dr & 14th St SW, W00989, Casual
423845, 2017/1/1 13:22, 2017/1/1 13:29, New York Ave & 15th St NW, 14th & R St NW, W22439, Member
634023, 2017/1/1 13:23, 2017/1/1 13:33, Eastern Market Metro / Pennsylvania Ave & 7th St SE, 4th & C St SW, W21569, Member
624915, 2017/1/1 13:23, 2017/1/1 13:33, Eastern Market Metro / Pennsylvania Ave & 7th St SE, 4th & C St SW, W20648, Member
3577062, 2017/1/1 13:23, 2017/1/1 14:22, Wilson Blvd & N Quincy St, Ballston Metro / N Stuart & 9th St N, W01031, Member
991182, 2017/1/1 13:23, 2017/1/1 13:40, Westpark & Park Run Dr, Westpark & Park Run Dr, W21373, Casual
1075105, 2017/1/1 13:23, 2017/1/1 13:41, Monroe Ave & Leslie Ave, 23rd & Crystal Dr, W01459, Member
1072752, 2017/1/1 13:23, 2017/1/1 13:41, Monroe Ave & Leslie Ave, 23rd & Crystal Dr, W21402, Member
525803, 2017/1/1 13:24, 2017/1/1 13:33, Columbus Circle / Union Station, Lincoln Park / 13th & East Capitol St NE , W21787, Member
1584047, 2017/1/1 13:25, 2017/1/1 13:51, 10th St & Constitution Ave NW, "LEnfant Plaza / 7th & C St SW", W22640, Casual
608784, 2017/1/1 13:25, 2017/1/1 13:35, D St & Maryland Ave NE, Lincoln Park / 13th & East Capitol St NE , W22818, Member
1590099, 2017/1/1 13:25, 2017/1/1 13:51, 10th St & Constitution Ave NW, "LEnfant Plaza / 7th & C St SW", W22623, Casual
1041977, 2017/1/1 13:25, 2017/1/1 13:42, New Jersey Ave & R St NW, M St & Pennsylvania Ave NW, W00792, Member
6272159, 2017/1/1 13:25, 2017/1/1 15:10, M St & Pennsylvania Ave NW, Georgetown Harbor / 30th St NW, W20963, Casual
6443559, 2017/1/1 13:25, 2017/1/1 15:13, 3rd St & Pennsylvania Ave SE, Jefferson Dr & 14th St SW, W01057, Casual
6240582, 2017/1/1 13:25, 2017/1/1 15:09, M St & Pennsylvania Ave NW, Georgetown Harbor / 30th St NW, W00835, Casual
458267, 2017/1/1 13:25, 2017/1/1 13:33, Montgomery Ave & Waverly St , Connecticut Ave & Chevy Chase Lake Dr, W22981, Casual
6441287, 2017/1/1 13:26, 2017/1/1 15:13, 3rd St & Pennsylvania Ave SE, Jefferson Dr & 14th St SW, W22738, Casual
225391, 2017/1/1 13:26, 2017/1/1 13:30, 10th & U St NW, 14th & V St NW, W00126, Member
513525, 2017/1/1 13:26, 2017/1/1 13:34, 8th & Eye St SE / Barracks Row, Good Hope Rd & MLK Ave SE, W22339, Member
6285828, 2017/1/1 13:26, 2017/1/1 15:11, Royal & Wilkes St, Royal & Wilkes St, W00975, Casual
697433, 2017/1/1 13:26, 2017/1/1 13:38, Commonwealth Ave & Oak St, Braddock Rd Metro, W22587, Member
695689, 2017/1/1 13:27, 2017/1/1 13:38, Harvard St & Adams Mill Rd NW, 16th & Harvard St NW, W21648, Member
462201, 2017/1/1 13:27, 2017/1/1 13:35, Eads & 22nd St S, S Joyce & Army Navy Dr, W22633, Member
602676, 2017/1/1 13:28, 2017/1/1 13:38, Anacostia Ave & Benning Rd NE / River Terrace , Bladensburg Rd & Benning Rd NE, W01257, Member
4450691, 2017/1/1 13:28, 2017/1/1 14:42, 17th St & Independence Ave SW, 17th St & Independence Ave SW, W21918, Casual
10179063, 2017/1/1 13:28, 2017/1/1 16:18, Lee Hwy & N Woodstock St, Lee Hwy & N Woodstock St, W22648, Casual
10166187, 2017/1/1 13:29, 2017/1/1 16:18, Lee Hwy & N Woodstock St, Lee Hwy & N Woodstock St, W22547, Casual
223408, 2017/1/1 13:29, 2017/1/1 13:33, Adams Mill & Columbia Rd NW, 16th & Harvard St NW, W20055, Casual
3792762, 2017/1/1 13:29, 2017/1/1 14:32, Georgetown Harbor / 30th St NW, C & O Canal & Wisconsin Ave NW, W22034, Casual
677255, 2017/1/1 13:29, 2017/1/1 13:40, 12th St & Pennsylvania Ave SE, Washington & Independence Ave SW/HHS, W21280, Member
219366, 2017/1/1 13:29, 2017/1/1 13:33, Lee Hwy & N Scott St, Rosslyn Metro / Wilson Blvd & Ft Myer Dr, W01024, Member
3458159, 2017/1/1 13:30, 2017/1/1 14:27, 15th & K St NW, "LEnfant Plaza / 7th & C St SW", W22918, Casual
1623212, 2017/1/1 13:30, 2017/1/1 13:57, 4th & East Capitol St NE, Ohio Dr & West Basin Dr SW / MLK & FDR Memorials, W21568, Casual
3439383, 2017/1/1 13:30, 2017/1/1 14:27, 15th & K St NW, "LEnfant Plaza / 7th & C St SW", W20691, Casual
1614431, 2017/1/1 13:30, 2017/1/1 13:57, 4th & East Capitol St NE, Ohio Dr & West Basin Dr SW / MLK & FDR Memorials, W23203, Casual
565676, 2017/1/1 13:30, 2017/1/1 13:39, 8th & F St NE, New York Ave & Hecht Ave NE, W01381, Member
631600, 2017/1/1 13:30, 2017/1/1 13:41, 4th & C St SW, Jefferson Dr & 14th St SW, W00416, Casual
581359, 2017/1/1 13:30, 2017/1/1 13:40, 4th & C St SW, Jefferson Dr & 14th St SW, W01026, Casual
241863, 2017/1/1 13:30, 2017/1/1 13:34, Eastern Market Metro / Pennsylvania Ave & 7th St SE, Potomac Ave & 8th St SE, W00887, Member
5428263, 2017/1/1 13:31, 2017/1/1 15:01, Rhode Island & Connecticut Ave NW, Jefferson Dr & 14th St SW, W00808, Casual
3412049, 2017/1/1 13:32, 2017/1/1 14:28, Georgetown Harbor / 30th St NW, C & O Canal & Wisconsin Ave NW, W22284, Casual
587166, 2017/1/1 13:32, 2017/1/1 13:42, 1st & M St NE, 4th St & Madison Dr NW, W01004, Member
568651, 2017/1/1 13:32, 2017/1/1 13:42, 1st & M St NE, 4th St & Madison Dr NW, W20714, Member
5339746, 2017/1/1 13:32, 2017/1/1 15:01, Rhode Island & Connecticut Ave NW, Jefferson Dr & 14th St SW, W22473, Casual
5320077, 2017/1/1 13:33, 2017/1/1 15:01, Rhode Island & Connecticut Ave NW, Jefferson Dr & 14th St SW, W20441, Casual
7384446, 2017/1/1 13:33, 2017/1/1 15:36, N Randolph St & Fairfax Dr, N Randolph St & Fairfax Dr, W00418, Casual
2090903, 2017/1/1 13:33, 2017/1/1 14:08, Florida Ave & R St NW, Lincoln Memorial, W21197, Casual
591167, 2017/1/1 13:33, 2017/1/1 13:43, 7th & T St NW, 14th & Irving St NW, W22141, Member
1571664, 2017/1/1 13:33, 2017/1/1 13:59, Lynn & 19th St North, Barcroft Community Center, W20119, Casual
1578260, 2017/1/1 13:33, 2017/1/1 13:59, Lynn & 19th St North, Barcroft Community Center, W01150, Casual
2047383, 2017/1/1 13:33, 2017/1/1 14:07, Florida Ave & R St NW, Lincoln Memorial, W21216, Casual
558453, 2017/1/1 13:33, 2017/1/1 13:43, Jefferson Memorial, Jefferson Memorial, W22730, Casual
2002001, 2017/1/1 13:33, 2017/1/1 14:07, 17th St & Independence Ave SW, Jefferson Memorial, W21627, Casual
4031797, 2017/1/1 13:34, 2017/1/1 14:41, Jefferson Memorial, 34th & Water St NW, W01339, Casual
806362, 2017/1/1 13:34, 2017/1/1 13:47, 4th & C St SW, Jefferson Dr & 14th St SW, W20648, Casual
4001879, 2017/1/1 13:34, 2017/1/1 14:41, Jefferson Memorial, 34th & Water St NW, W00112, Casual
1129377, 2017/1/1 13:34, 2017/1/1 13:53, 15th & Euclid St  NW, 1st & O St NW, W01318, Member
827809, 2017/1/1 13:34, 2017/1/1 13:48, 4th & C St SW, Jefferson Dr & 14th St SW, W00670, Casual
648328, 2017/1/1 13:34, 2017/1/1 13:45, 20th & O St NW / Dupont South, 14th & V St NW, W22828, Member
393979, 2017/1/1 13:34, 2017/1/1 13:41, 15th St & Massachusetts Ave SE, 13th & H St NE, W20068, Member
450119, 2017/1/1 13:34, 2017/1/1 13:42, 7th & T St NW, 15th & P St NW, W22524, Casual
124066, 2017/1/1 13:34, 2017/1/1 13:36, Lincoln Memorial, Lincoln Memorial, W00807, Casual
794404, 2017/1/1 13:34, 2017/1/1 13:48, 1st & M St NE, 14th & R St NW, W21243, Member
7685497, 2017/1/1 13:34, 2017/1/1 15:43, New York Ave & 15th St NW, New York Ave & 15th St NW, W01198, Casual
759994, 2017/1/1 13:35, 2017/1/1 13:47, 13th & H St NE, 3rd & Tingey St SE, W20873, Member
7655054, 2017/1/1 13:35, 2017/1/1 15:42, New York Ave & 15th St NW, New York Ave & 15th St NW, W20012, Casual
2131204, 2017/1/1 13:35, 2017/1/1 14:11, Lincoln Memorial, 14th & D St NW / Ronald Reagan Building, W22451, Casual
927317, 2017/1/1 13:35, 2017/1/1 13:51, 3000 Connecticut Ave NW / National Zoo, 14th & Rhode Island Ave NW, W21770, Member
963475, 2017/1/1 13:35, 2017/1/1 13:51, Clarendon Blvd & Pierce St, 37th & O St NW / Georgetown University, W21072, Member
747567, 2017/1/1 13:35, 2017/1/1 13:48, 14th & Harvard St NW, 17th & Corcoran St NW, W22308, Member
1097176, 2017/1/1 13:35, 2017/1/1 13:54, Jefferson Dr & 14th St SW, Jefferson Dr & 14th St SW, W22370, Casual
1135401, 2017/1/1 13:35, 2017/1/1 13:54, Jefferson Dr & 14th St SW, Jefferson Dr & 14th St SW, W20969, Casual
2123710, 2017/1/1 13:35, 2017/1/1 14:11, Lincoln Memorial, 14th & D St NW / Ronald Reagan Building, W22809, Casual
724540, 2017/1/1 13:36, 2017/1/1 13:48, 14th & Harvard St NW, 17th & Corcoran St NW, W21131, Member
1317394, 2017/1/1 13:36, 2017/1/1 13:58, 24th & N St NW, 13th St & New York Ave NW, W22501, Casual
1021393, 2017/1/1 13:36, 2017/1/1 13:53, Massachusetts Ave & Dupont Circle NW, 3000 Connecticut Ave NW / National Zoo, W22530, Casual
1890091, 2017/1/1 13:36, 2017/1/1 14:07, Good Hope Rd & MLK Ave SE, 5th & F St NW, W01430, Casual
1876904, 2017/1/1 13:36, 2017/1/1 14:07, Good Hope Rd & MLK Ave SE, 5th & F St NW, W21908, Member
918214, 2017/1/1 13:36, 2017/1/1 13:51, Clarendon Blvd & Pierce St, 37th & O St NW / Georgetown University, W21609, Casual
209650, 2017/1/1 13:36, 2017/1/1 13:40, Utah St & 11th St N , Barcroft Community Center, W22014, Member
1026862, 2017/1/1 13:36, 2017/1/1 13:54, 14th & Harvard St NW, New Hampshire Ave & 24th St NW, W22710, Member
