,community_id,trade_time,days_on_market,total_price,unit_price,area_sqm,n_bed_room,n_living_room,n_kitchen,n_bathroom,building,building_type,construction_time,renovation_condition,building_structure,ladder_ratio,elevator,property_rights_for_five_years,subway,district,community_average
15131,1.11103E+12, 2016-08-29,66,7.8,56273,138.61,3,2,1,2, 高 18, 板楼,2005, 精装, 钢混,0.667,1,1,0, 丰台,64266
23179,1.11103E+12, 2016-08-01,3,4.82,43569,110.63,2,2,1,2, 高 10, 板楼,2007, 精装, 钢混,0.167,1,1,1, 朝阳,59730
39662,1.11103E+12, 2016-11-14,42,9,82569,109,2,2,1,2, 中 9, 板楼,2005, 精装, 钢混,0.2,1,0,0, 海淀,91180
53424,1.11103E+12, 2016-01-31,1,5.28,44671,118.2,2,2,1,2, 高 9, 板塔结合,2008, 精装, 钢,1,1,1,1, 朝阳,66036
62460,1.11103E+12, 2016-06-07,1,6.2,61508,100.8,2,1,1,1, 中 13, 板塔结合,2004, 精装, 钢混,0.5,1,0,0, 海淀,76569
41598,1.11103E+12, 2016-11-24,41,4.16,95853,43.4,1,1,1,1, 低 26, 板塔结合,2007, 精装, 钢混,0.333,1,0,1, 朝阳,82517
54054,1.11103E+12, 2016-02-28,1,2.05,34437,59.53,1,0,1,1, 中 19, 板塔结合,2007, 精装, 钢混,0.211,1,1,1, 朝阳,61727
6659,1.11103E+12, 2016-07-19,74,4,45778,87.38,2,1,1,1, 高 32, 塔楼,2003, 精装, 钢混,0.3,1,1,1, 海淀,52390
22938,1.11103E+12, 2016-08-11,14,6.415,39997,160.39,3,2,1,2, 高 18, 板楼,2008, 精装, 钢混,1,1,1,0, 朝阳,48906
17576,1.11103E+12, 2016-07-27,23,5.6,53131,105.4,2,2,1,1, 高 32, 塔楼,2008, 精装, 钢混,0.333,1,1,1, 朝阳,62595
5808,1.11103E+12, 2016-08-23,119,1.295,26429,49,1,0,1,1, 高 10, 塔楼,2012, 精装, 钢混,0.2,1,0,0, 海淀,56762
20468,1.11103E+12, 2016-07-21,4,1.805,45789,39.42,1,0,1,1, 中 14, 板楼,2005, 简装, 钢混,0.5,1,0,1, 朝阳,55507
47730,1.11103E+12, 2016-12-31,17,3.46,59687,57.97,1,1,1,1, 中 28, 塔楼,2000, 精装, 钢混,0.143,1,1,0, 朝阳,51085
26943,1.11103E+12, 2016-08-24,12,5.68,60125,94.47,2,1,1,1, 中 16, 板楼,2008, 精装, 钢混,0.4,1,0,1, 朝阳,73994
27298,1.11103E+12, 2016-08-17,4,2.677,37076,72.19,2,1,1,1, 高 6, 板楼,2000, 其他, 钢混,0.5,0,1,1, 朝阳,49307
46244,1.11103E+12, 2016-12-06,9,3.6,55394,64.99,1,2,1,1, 低 28, 板塔结合,2007, 精装, 钢混,0.4,1,1,1, 朝阳,54263
61543,1.11103E+12, 2016-03-06,1,2.6,45344,57.34,1,0,1,1, 中 22, 塔楼,2005, 精装, 钢混,0.2,1,1,0, 海淀,65465
35718,1.11103E+12, 2016-09-28,15,6.99,49716,140.6,3,1,1,2, 顶 8, 板楼,2011, 精装, 钢混,0.333,1,0,0, 石景山,55180
35269,1.11103E+12, 2016-12-20,99,6.36,63728,99.8,2,1,1,1, 中 24, 板楼,2005, 简装, 钢混,0.5,1,1,1, 海淀,60822
15308,1.11103E+12, 2016-10-27,124,14.1,66831,210.98,3,2,1,2, 底 28, 板楼,2006, 简装, 钢混,0.667,1,0,1, 朝阳,95151
3679,1.11103E+12, 2016-07-06,96,9.2,70737,130.06,3,2,1,2, 低 9, 板塔结合,2004, 精装, 钢混,0.5,1,1,1, 朝阳,90506
5074,1.11103E+12, 2016-07-28,101,10.4,90013,115.54,3,1,1,1, 高 6, 板楼,2000, 精装, 混合,0.5,0,1,0, 西城,105479
27711,1.11104E+12, 2016-08-29,15,5.48,47653,115,3,2,1,2, 高 18, 板塔结合,2011, 其他, 钢混,0.667,1,0,1, 朝阳,54019
17598,1.11103E+12, 2016-08-09,36,3.66,46924,78,2,1,1,1, 中 24, 塔楼,2003, 精装, 钢混,0.25,1,0,1, 朝阳,56631
34956,1.11103E+12, 2016-09-14,3,1.48,39979,37.02,1,0,1,1, 高 23, 塔楼,2011, 精装, 钢混,0.192,1,0,1, 朝阳,44711
52087,1.11103E+12, 2016-01-12,1,4.48,40974,109.34,2,1,1,1, 低 29, 塔楼,2001, 精装, 钢混,0.375,1,1,1, 朝阳,57548
41681,1.11103E+12, 2016-10-30,16,2.61,36514,71.48,1,1,1,1, 低 21, 板塔结合,2007, 精装, 钢混,0.286,1,0,0, 朝阳,34875
32920,1.11103E+12, 2016-09-15,12,8.5,69106,123,2,2,1,1, 低 19, 板塔结合,2007, 精装, 钢混,0.667,1,1,1, 朝阳,73287
36347,1.11103E+12, 2016-09-26,9,4.9,119425,41.03,1,1,1,1, 高 20, 塔楼,2008, 简装, 钢混,0.143,1,0,1, 西城,92360
34729,1.11103E+12, 2016-10-17,37,7.85,54739,143.41,3,2,1,2, 低 14, 板楼,2004, 简装, 钢混,0.5,1,0,1, 朝阳,59213
35698,1.11103E+12, 2016-11-15,62,4.4,82506,53.33,1,1,1,1, 高 16, 板楼,2004, 精装, 钢混,0.2,1,1,1, 朝阳,83240
6497,1.11103E+12, 2016-07-29,86,6.02,64111,93.9,2,2,1,1, 高 25, 板塔结合,2009, 精装, 钢混,0.4,1,1,1, 朝阳,76292
41564,1.11103E+12, 2016-11-20,37,7.6,92357,82.29,2,1,1,1, 高 12, 板塔结合,2002, 简装, 钢混,0.25,1,1,1, 东城,95392
12876,1.11103E+12, 2016-08-24,70,7.68,57434,133.72,3,2,1,1, 低 22, 塔楼,2000, 精装, 钢混,0.25,1,0,1, 朝阳,61913
34976,1.11103E+12, 2016-09-26,15,8.8,103676,84.88,3,1,1,1, 中 7, 板楼,2003, 精装, 钢混,0.5,0,0,1, 西城,102068
57833,1.11103E+12, 2016-06-05,1,4.6,39053,117.79,2,1,1,1, 低 11, 板塔结合,2001, 其他, 钢混,0.333,1,0,1, 东城,87809
60801,1.11103E+12, 2016-05-11,1,5.19,41947,123.73,3,2,1,2, 高 21, 塔楼,2003, 简装, 钢混,0.333,1,1,0, 丰台,52394
43561,1.11103E+12, 2016-12-19,49,2.94,51944,56.6,1,1,1,1, 高 18, 板楼,2008, 简装, 钢混,1,1,1,0, 海淀,48997
56107,1.11103E+12, 2016-04-22,1,1.95,20233,96.38,3,2,1,1, 中 24, 塔楼,2000, 其他, 钢混,0.25,1,0,1, 朝阳,67092
42501,1.11103E+12, 2016-11-06,16,5.75,59383,96.83,2,2,1,1, 中 7, 板塔结合,2010, 精装, 钢混,0.5,1,1,0, 海淀,63444
32439,1.11103E+12, 2016-12-25,115,6.2,64570,96.02,2,1,1,2, 中 27, 板塔结合,2007, 精装, 钢混,0.4,1,0,0, 朝阳,62598
56199,1.11103E+12, 2016-04-23,1,2.71,40388,67.1,2,1,1,1, 高 25, 塔楼,2001, 简装, 钢混,0.333,1,1,0, 朝阳,51827
15176,1.11103E+12, 2016-08-24,60,4.11,45390,90.55,2,1,1,1, 低 18, 板楼,2008, 精装, 钢混,0.667,1,0,0, 朝阳,48906
50929,1.11103E+12, 2016-01-14,1,3.92,46728,83.89,1,1,1,1, 低 26, 塔楼,2004, 精装, 钢混,0.3,1,1,1, 朝阳,70921
38252,1.11103E+12, 2016-10-10,16,8.5,79440,107,2,2,1,2, 顶 15, 塔楼,2009, 精装, 钢混,0.364,1,0,1, 东城,92427
8028,1.11103E+12, 2016-06-29,42,3.93,43551,90.24,2,1,1,1, 高 12, 塔楼,2004, 精装, 钢混,0.143,1,1,1, 朝阳,65170
16557,1.11103E+12, 2016-09-26,87,4.1,55654,73.67,1,1,1,1, 中 16, 塔楼,2007, 精装, 钢混,0.2,1,0,1, 西城,79816
35934,1.11103E+12, 2016-09-23,9,7.95,91087,87.28,2,2,1,2, 顶 12, 板楼,2003, 精装, 钢混,1,1,0,1, 东城,96997
11415,1.11103E+12, 2016-06-27,19,5,57611,86.79,2,1,1,1, 底 6, 板楼,2008, 精装, 混合,0.333,0,1,0, 海淀,75792
12950,1.11103E+12, 2016-06-29,14,7.48,34630,216,4,1,1,2, 顶 26, 塔楼,2008, 精装, 钢混,0.364,1,0,0, 海淀,55505
14993,1.11105E+12, 2016-06-27,3,4.31,41551,103.73,3,1,1,1, 中 26, 板楼,2014, 毛坯, 钢混,0.5,1,0,0, 朝阳,61279
8280,1.11103E+12, 2016-08-31,103,7.75,65121,119.01,4,1,1,2, 高 24, 塔楼,2000, 精装, 钢混,0.167,1,1,0, 朝阳,71592
55370,1.11103E+12, 2016-05-16,1,4.78,56058,85.27,2,1,1,2, 高 24, 塔楼,2000, 其他, 钢混,0.25,1,1,1, 朝阳,67092
63041,1.11105E+12, 2016-06-05,1,6.16,64577,95.39,2,2,1,1, 低 15, 板楼,2012, 简装, 钢混,0.5,1,0,1, 海淀,75604
28360,1.11103E+12, 2016-08-30,13,1.745,34914,49.98,1,0,1,1, 高 21, 板塔结合,2007, 简装, 钢混,0.4,1,0,0, 丰台,39342
55070,1.11103E+12, 2016-03-19,1,3.8,51498,73.79,2,1,1,1, 低 20, 塔楼,2000, 其他, 钢混,0.2,1,1,1, 朝阳,69261
6159,1.11103E+12, 2016-06-25,55,11,74325,148,5,2,1,2, 顶 13, 板塔结合,2007, 精装, 钢混,1,1,1,1, 丰台,70381
36756,1.11103E+12, 2016-09-21,3,2.95,55254,53.39,1,1,1,1, 中 13, 板塔结合,2000, 精装, 钢混,0.111,1,1,1, 朝阳,57680
10203,1.11105E+12, 2016-08-31,90,2.35,40906,57.45,1,1,1,1, 中 24, 塔楼,2013, 精装, 钢混,0.25,1,0,1, 丰台,57232
6929,1.11103E+12, 2016-06-28,51,3.89,54960,70.78,1,1,1,1, 中 12, 板塔结合,2008, 精装, 钢混,0.125,1,0,1, 朝阳,70165
12765,1.11103E+12, 2016-08-28,75,6.2,49620,124.95,2,1,1,1, 低 12, 板塔结合,2000, 精装, 钢混,0.667,1,0,1, 朝阳,53601
37159,1.11103E+12, 2016-10-07,17,3.03,48380,62.63,1,1,1,1, 高 24, 塔楼,2003, 简装, 钢混,0.25,1,0,0, 石景山,49581
6723,1.11103E+12, 2016-06-29,54,2.7,48843,55.28,1,1,1,1, 底 6, 板楼,2004, 简装, 混合,0.333,0,0,0, 海淀,60502
53753,1.11103E+12, 2016-03-19,1,3.1,32122,96.51,2,1,1,1, 低 15, 板塔结合,2005, 精装, 钢混,0.5,1,1,0, 朝阳,45447
28161,1.11103E+12, 2016-08-25,9,6.3,47358,133.03,3,2,1,2, 高 24, 塔楼,2003, 精装, 钢混,0.375,1,1,1, 朝阳,63851
19888,1.11103E+12, 2016-08-30,47,5.33,52317,101.88,2,2,1,1, 中 14, 板塔结合,2004, 精装, 钢混,0.286,1,1,0, 朝阳,60013
31446,1.11103E+12, 2016-09-25,28,2.01,30226,66.5,1,0,1,1, 中 14, 塔楼,2008, 精装, 钢混,0.143,1,0,1, 朝阳,35630
59561,1.11103E+12, 2016-04-02,1,1.72,43457,39.58,1,0,1,1, 中 23, 塔楼,2004, 精装, 钢混,0.333,1,0,1, 丰台,64652
52556,1.11103E+12, 2016-03-21,1,2.1,37554,55.92,1,1,1,1, 中 6, 板楼,2007, 精装, 钢混,0.5,0,1,0, 朝阳,44856
57632,1.11103E+12, 2016-04-05,1,5,89032,56.16,1,1,1,1, 低 13, 板塔结合,2006, 精装, 钢混,0.5,1,1,1, 东城,95392
15117,1.11103E+12, 2016-07-31,37,5.4,51098,105.68,3,2,1,2, 底 10, 板楼,2007, 简装, 钢混,0.333,1,0,0, 丰台,59419
28385,1.11103E+12, 2016-08-25,8,4.85,53303,90.99,2,1,1,1, 中 12, 板楼,2006, 简装, 钢混,0.25,1,0,0, 丰台,63742
36617,1.11103E+12, 2016-09-27,10,6.7,45579,147,3,1,1,2, 高 30, 塔楼,2002, 简装, 钢混,0.375,1,0,1, 海淀,60688
48083,1.11103E+12, 2016-12-26,6,10,102691,97.38,2,1,1,1, 高 26, 塔楼,2002, 精装, 钢混,0.5,1,1,1, 东城,107168
45652,1.11103E+12, 2016-12-16,26,10.46,94516,110.67,2,2,1,1, 中 16, 塔楼,2001, 精装, 钢混,0.25,1,1,0, 海淀,92121
40348,1.11103E+12, 2016-12-06,60,3.67,56014,65.52,1,1,1,1, 中 22, 板塔结合,2001, 精装, 钢混,0.333,1,0,0, 朝阳,53994
55097,1.11103E+12, 2016-06-05,1,6.1,61829,98.66,2,1,1,1, 中 20, 板楼,2008, 精装, 钢混,0.5,1,0,0, 朝阳,70655
29849,1.11105E+12, 2016-09-30,38,5.5,68045,80.83,2,1,1,1, 高 9, 板楼,2013, 其他, 钢混,0.182,1,0,1, 朝阳,80006
38611,1.11105E+12, 2016-09-30,4,2.9,39727,73,2,1,1,1, 低 10, 板塔结合,2013, 精装, 钢混,0.25,0,0,0, 丰台,44275
62313,1.11103E+12, 2016-03-18,1,2.72,63746,42.67,1,0,1,1, 低 6, 板楼,2008, 精装, 钢混,0.125,0,1,1, 海淀,92027
52258,1.11103E+12, 2016-01-16,1,2.3,25528,90.1,2,1,1,1, 低 28, 塔楼,2009, 其他, 钢混,0.25,1,1,0, 朝阳,46072
26137,1.11103E+12, 2016-08-30,23,4.03,30614,131.64,3,2,1,1, 顶 6, 板楼,2009, 精装, 混合,0.5,0,0,0, 朝阳,51863
23362,1.11103E+12, 2016-08-26,28,5.58,89567,62.3,2,1,1,1, 中 6, 板楼,2002, 其他, 混合,0.333,0,0,0, 西城,98415
13754,1.11103E+12, 2016-08-14,57,2.665,46928,56.79,1,1,1,1, 高 11, 板楼,2002, 精装, 钢混,0.25,1,0,1, 朝阳,61359
52583,1.11103E+12, 2016-03-06,1,2.2,33660,65.36,1,0,1,1, 中 19, 板塔结合,2007, 精装, 钢混,0.211,1,1,1, 朝阳,61727
2153,1.11104E+12, 2016-07-10,119,5.22,53815,97,3,1,1,1, 高 9, 板楼,2012, 精装, 钢混,0.5,1,0,0, 朝阳,64868
45507,1.11103E+12, 2016-12-07,18,2.92,54950,53.14,1,1,1,1, 中 6, 板楼,2003, 精装, 混合,0.25,0,1,1, 朝阳,53315
17962,1.11103E+12, 2016-10-12,97,2.15,53218,40.4,1,0,1,1, 高 21, 板塔结合,2007, 简装, 钢混,0.154,1,1,1, 朝阳,66753
3764,1.11103E+12, 2016-07-03,91,2.84,42389,67,1,1,1,1, 中 11, 板楼,2002, 简装, 钢混,0.25,1,1,1, 朝阳,61359
7435,1.11103E+12, 2016-09-29,139,5.6,70878,79.01,1,1,1,1, 高 27, 塔楼,2007, 精装, 钢混,0.273,1,0,1, 朝阳,84090
53371,1.11103E+12, 2016-05-05,1,4.2,41408,101.43,2,1,1,1, 低 20, 板塔结合,2006, 精装, 钢混,0.667,1,1,1, 朝阳,55275
38385,1.11103E+12, 2016-09-27,1,2.68,77772,34.46,1,0,1,1, 中 16, 板楼,2004, 简装, 钢混,0.286,1,1,1, 西城,83020
9467,1.11103E+12, 2016-08-23,87,2.48,35823,69.23,1,1,1,1, 中 22, 塔楼,2004, 其他, 钢混,0.25,1,1,0, 石景山,47095
51419,1.11105E+12, 2016-01-24,1,6.15,68777,89.42,2,1,1,1, 高 18, 板楼,2015, 精装, 钢混,0.5,1,0,1, 朝阳,97258
54121,1.11105E+12, 2016-03-06,1,2.295,33199,69.13,1,1,1,1, 中 17, 板塔结合,2012, 其他, 钢混,0.4,1,0,0, 朝阳,45026
14359,1.11103E+12, 2016-06-27,7,3.4,48851,69.6,1,1,1,1, 高 11, 板楼,2007, 精装, 钢混,0.25,1,0,0, 海淀,65768
40888,1.11103E+12, 2016-11-28,49,13.6,119740,113.58,3,1,1,1, 低 6, 板楼,2000, 精装, 混合,0.5,0,1,0, 西城,105479
61174,1.11103E+12, 2016-02-27,1,0.481,4357,110.41,3,2,1,2, 中 6, 板楼,2001, 精装, 混合,0.5,0,1,1, 海淀,62825
33956,1.11106E+12, 2016-11-27,82,6.49,57434,113,2,1,1,2, 低 17, 板楼,2011, 精装, 钢混,0.5,1,0,0, 丰台,61865
45533,1.11103E+12, 2016-12-19,30,5.85,58818,99.46,2,1,1,1, 中 22, 塔楼,2001, 精装, 钢混,0.25,1,1,1, 朝阳,52999
22419,1.11103E+12, 2016-09-05,41,4.2,40385,104,3,0,1,1, 底 15, 板楼,2004, 其他, 钢混,0.5,1,0,1, 朝阳,49781
62739,1.11103E+12, 2016-05-22,1,5.06,51413,98.42,2,1,1,1, 高 19, 板楼,2007, 精装, 钢混,0.667,1,1,1, 海淀,71309
61991,1.11103E+12, 2016-03-12,1,4.24,69406,61.09,1,1,1,1, 底 17, 塔楼,2007, 其他, 钢混,0.167,1,0,0, 海淀,94597
57103,1.11103E+12, 2016-03-31,1,10,62692,159.51,2,2,1,2, 中 16, 塔楼,2008, 精装, 钢混,0.333,1,0,1, 东城,77289
55729,1.11104E+12, 2016-05-29,1,3.52,42318,83.18,2,1,1,1, 中 18, 板塔结合,2011, 其他, 钢混,0.5,1,0,0, 朝阳,54019
30179,1.11103E+12, 2016-08-29,5,15.2,127549,119.17,3,2,1,2, 中 20, 板塔结合,2014, 其他, 钢混,0.333,0,0,1, 西城,137745
12507,1.11103E+12, 2016-06-30,15,7,55345,126.48,3,2,1,2, 低 10, 板楼,2004, 精装, 钢混,0.333,1,0,1, 丰台,65719
62200,1.11103E+12, 2016-03-05,1,4.6,50807,90.54,2,1,1,1, 高 9, 板楼,2005, 其他, 钢混,0.5,1,0,1, 海淀,68148
18065,1.11103E+12, 2016-07-11,5,2.88,36109,79.76,2,1,1,1, 高 18, 塔楼,2000, 简装, 钢混,0.333,1,1,1, 朝阳,43307
32330,1.11103E+12, 2016-09-18,17,8.2,89374,91.75,2,2,1,1, 低 15, 板楼,2008, 精装, 钢混,0.2,1,0,0, 东城,90220
47416,1.11103E+12, 2016-12-14,4,3.68,83618,44.01,1,1,1,1, 中 20, 塔楼,2008, 精装, 钢混,0.333,1,0,1, 朝阳,80504
25428,1.11103E+12, 2016-09-14,40,4.88,44771,109,2,1,1,1, 低 19, 塔楼,2009, 精装, 钢混,0.3,1,0,0, 朝阳,48169
34824,1.11103E+12, 2016-09-22,12,5.9,56347,104.71,2,1,1,1, 低 22, 板塔结合,2005, 精装, 钢混,0.333,1,1,1, 朝阳,56631
3894,1.11103E+12, 2016-06-16,73,5.2,58427,89,2,1,1,1, 高 22, 塔楼,2004, 其他, 钢混,0.25,1,1,1, 西城,83020
12645,1.11103E+12, 2016-08-29,76,7.25,80173,90.43,2,1,1,1, 中 10, 板塔结合,2003, 简装, 钢混,0.667,1,1,1, 东城,86517
25814,1.11103E+12, 2016-08-21,14,4.28,45234,94.62,2,1,1,1, 中 30, 塔楼,2003, 精装, 钢混,0.25,1,0,1, 丰台,56527
54175,1.11103E+12, 2016-03-19,1,8.88,54442,163.11,3,2,1,2, 低 12, 板楼,2008, 精装, 钢混,0.5,1,1,1, 朝阳,70693
53930,1.1111E+12, 2016-03-05,1,2.42,40907,59.16,1,0,1,1, 高 21, 板塔结合,2008, 精装, 钢混,0.19,1,1,0, 朝阳,72269
60083,1.11103E+12, 2016-03-07,1,2.1,33329,63.01,1,1,1,1, 低 22, 塔楼,2003, 简装, 钢混,0.231,1,1,1, 丰台,45820
20814,1.11103E+12, 2016-08-25,38,2.39,63751,37.49,1,0,0,1, 中 12, 板塔结合,2001, 其他, 钢混,0.061,1,0,1, 海淀,81204
43689,1.11103E+12, 2016-12-31,60,5.46,60580,90.13,2,1,1,1, 低 11, 板塔结合,2006, 精装, 钢混,0.4,1,0,1, 朝阳,65499
31718,1.11103E+12, 2016-09-02,3,2.12,38546,55,1,0,1,1, 中 30, 塔楼,2010, 精装, 钢混,0.345,1,1,1, 海淀,56608
35509,1.11103E+12, 2016-09-18,5,5.69,61448,92.6,2,1,1,1, 低 24, 板塔结合,2004, 毛坯, 钢混,0.231,1,0,0, 西城,81221
27485,1.11103E+12, 2016-08-29,16,4.765,46493,102.49,2,1,1,1, 底 25, 塔楼,2007, 精装, 钢混,0.333,1,1,1, 朝阳,60785
43937,1.11103E+12, 2016-12-09,35,7.55,59921,126,3,2,1,2, 低 9, 板塔结合,2007, 简装, 钢混,0.5,1,1,0, 朝阳,56107
19784,1.11103E+12, 2016-08-29,46,3.68,53226,69.14,2,1,1,1, 顶 6, 板楼,2000, 精装, 混合,0.5,0,0,1, 朝阳,59023
16654,1.11103E+12, 2016-07-31,31,6.3,77273,81.53,2,2,1,1, 高 26, 塔楼,2004, 精装, 钢混,0.214,1,1,1, 西城,89350
34172,1.11103E+12, 2016-11-21,74,3.24,76452,42.38,1,1,1,1, 顶 6, 板楼,2002, 精装, 混合,0.5,0,1,1, 朝阳,53315
25513,1.11103E+12, 2016-10-21,76,1.3,39394,33,1,0,1,1, 低 21, 板塔结合,2007, 简装, 钢混,0.286,1,0,0, 朝阳,34875
45742,1.11103E+12, 2016-12-16,25,1.62,46485,34.85,1,0,1,1, 高 21, 板塔结合,2007, 简装, 钢混,0.333,1,0,1, 朝阳,34875
29185,1.11103E+12, 2016-08-30,10,6.1,55561,109.79,2,2,1,2, 中 26, 塔楼,2004, 精装, 钢混,0.375,1,0,1, 朝阳,60653
3167,1.11103E+12, 2016-06-27,92,4.85,43694,111,2,2,1,2, 中 25, 塔楼,2006, 精装, 钢混,0.3,1,1,1, 朝阳,60785
1467,1.11103E+12, 2016-08-05,156,5.96,59381,100.37,2,1,1,1, 中 21, 塔楼,2008, 精装, 钢混,0.25,1,1,1, 朝阳,70861
59127,1.11103E+12, 2016-04-15,1,4.55,27632,164.67,3,2,1,2, 中 8, 板塔结合,2002, 简装, 钢混,0.167,1,1,0, 丰台,48789
14003,1.11103E+12, 2016-06-28,9,3.05,38064,80.13,1,1,1,1, 高 24, 塔楼,2001, 精装, 钢混,0.222,1,0,1, 丰台,53588
47150,1.11103E+12, 2016-12-21,15,5.37,61232,87.7,2,1,1,1, 高 24, 塔楼,2008, 精装, 钢混,0.286,1,1,0, 朝阳,57709
34947,1.11103E+12, 2016-09-14,4,4.88,54999,88.73,2,2,1,1, 底 5, 板楼,2002, 简装, 混合,0.5,0,0,0, 丰台,53098
311,1.11103E+12, 2016-08-28,337,13.4,46854,286,3,1,1,1, 低 11, 板楼,2014, 毛坯, 钢混,2,1,0,1, 朝阳,66300
12072,1.11103E+12, 2016-06-27,16,2.72,44171,61.58,1,1,1,1, 低 26, 塔楼,2006, 精装, 钢混,0.111,1,1,1, 西城,92360
31228,1.11103E+12, 2016-09-13,16,6.55,70347,93.11,3,2,1,1, 中 27, 板楼,2014, 简装, 钢混,0.5,1,0,1, 朝阳,77695
406,1.11103E+12, 2016-06-27,243,7.8,46173,168.93,2,2,1,2, 中 18, 板塔结合,2008, 其他, 钢混,0.5,1,1,1, 朝阳,65820
47673,1.11103E+12, 2016-12-28,15,7.825,61014,128.25,3,2,1,2, 低 14, 板楼,2006, 精装, 钢混,0.5,1,0,1, 丰台,60602
1,1.11103E+12, 2016-07-28,903,5.75,43436,132.38,2,2,1,2, 高 22, 塔楼,2004, 精装, 钢混,0.667,1,1,0, 朝阳,71539
9021,1.11103E+12, 2016-06-25,31,1.69,31297,54,1,1,1,1, 低 21, 塔楼,2009, 精装, 钢混,0.138,1,1,1, 丰台,38915
16913,1.11103E+12, 2016-07-19,17,1,26316,38,1,0,1,1, 中 20, 塔楼,2011, 简装, 钢混,0.227,1,0,1, 朝阳,44711
60831,1.11105E+12, 2016-06-11,1,3.2,27021,118.43,3,1,1,2, 低 16, 板塔结合,2012, 其他, 钢混,0.222,1,0,0, 丰台,38851
2870,1.11103E+12, 2016-06-30,99,6.24,56638,110.17,2,2,1,1, 中 16, 板塔结合,2003, 精装, 钢混,0.333,1,1,1, 朝阳,72467
45413,1.11103E+12, 2016-12-13,24,6.95,101757,68.3,2,1,1,1, 中 6, 板塔结合,2003, 精装, 钢混,0.25,0,0,1, 东城,96498
57043,1.11103E+12, 2016-02-23,1,6,46821,128.15,2,1,1,1, 顶 21, 塔楼,2002, 其他, 钢混,0.25,1,1,1, 东城,77356
48277,1.11103E+12, 2016-12-31,4,5.48,61761,88.73,2,1,1,1, 低 18, 塔楼,2006, 简装, 钢混,0.286,1,1,0, 朝阳,57709
4967,1.11103E+12, 2016-07-04,78,2.45,27390,89.45,2,1,1,1, 低 22, 塔楼,2003, 简装, 混合,0.25,1,1,0, 丰台,39408
13691,1.11103E+12, 2016-06-19,2,8.7,75188,115.71,2,2,1,2, 中 15, 板楼,2007, 其他, 钢混,0.667,1,0,1, 朝阳,87366
17688,1.11103E+12, 2016-07-31,26,3.09,34445,89.71,2,2,1,1, 中 21, 塔楼,2003, 其他, 钢混,0.3,1,0,0, 丰台,38925
38640,1.11103E+12, 2016-11-19,53,4.05,59559,68,1,1,1,1, 中 6, 板楼,2004, 精装, 混合,0.333,0,0,0, 海淀,60502
34672,1.11103E+12, 2016-11-09,61,8.2,72573,112.99,3,2,1,2, 顶 4, 板塔结合,2002, 简装, 钢混,0.5,0,0,1, 东城,82323
44118,1.11103E+12, 2016-12-12,37,4.62,75738,61,1,1,1,1, 中 21, 塔楼,2008, 其他, 钢混,0.333,1,0,0, 丰台,79885
26581,1.11103E+12, 2016-09-18,39,7.1,77622,91.47,2,2,1,1, 高 28, 板楼,2011, 精装, 钢混,0.667,1,0,1, 朝阳,82877
20387,1.11103E+12, 2016-07-25,9,4.15,44381,93.51,2,1,1,1, 高 18, 板楼,2005, 精装, 钢混,0.667,1,1,1, 朝阳,55507
29040,1.11103E+12, 2016-08-24,5,4.05,57858,70,1,1,1,1, 低 11, 板楼,2007, 简装, 钢混,0.25,1,1,0, 海淀,65768
34504,1.11103E+12, 2016-09-18,9,3.6,40468,88.96,2,1,1,1, 高 6, 板楼,2005, 其他, 混合,0.5,0,0,0, 朝阳,42812
9989,1.11103E+12, 2016-07-29,58,3.25,69208,46.96,1,1,1,1, 低 17, 塔楼,2003, 精装, 钢混,0.4,1,1,1, 朝阳,83273
11623,1.11103E+12, 2016-06-20,10,3.2,49406,64.77,1,1,1,1, 中 19, 板楼,2010, 精装, 钢混,0.5,1,1,1, 丰台,66712
44727,1.11103E+12, 2016-12-05,24,12.66,90883,139.3,3,2,1,2, 中 26, 塔楼,2001, 精装, 钢混,0.286,1,1,1, 海淀,91516
34143,1.11103E+12, 2016-09-27,19,8.5,118550,71.7,2,1,1,1, 中 17, 板塔结合,2000, 其他, 混合,0.143,1,0,1, 西城,121108
46628,1.11103E+12, 2016-12-14,13,2.92,46028,63.44,1,1,1,1, 低 24, 塔楼,2000, 精装, 钢混,0.25,1,0,1, 朝阳,43307
38737,1.11103E+12, 2016-10-17,20,2.25,35395,63.57,1,1,1,1, 低 21, 板塔结合,2007, 精装, 钢混,0.286,1,1,0, 朝阳,34875
22214,1.11103E+12, 2016-08-25,32,2.77,45100,61.42,1,1,1,1, 高 16, 板楼,2004, 简装, 钢混,0.333,1,1,1, 朝阳,55113
42195,1.11103E+12, 2016-11-14,27,4.7,65161,72.13,2,1,1,1, 高 20, 塔楼,2000, 精装, 钢混,0.25,1,1,1, 朝阳,63732
52507,1.11103E+12, 2016-01-17,1,2.2,39512,55.68,1,0,1,1, 中 24, 板塔结合,2007, 精装, 钢混,0.5,1,1,1, 朝阳,62702
60525,1.11103E+12, 2016-03-27,1,4.116,44925,91.62,2,1,1,1, 中 22, 板塔结合,2005, 简装, 钢混,0.4,1,1,0, 丰台,57313
9605,1.11103E+12, 2016-09-11,106,3.43,48195,71.17,2,1,1,1, 中 14, 板塔结合,2000, 精装, 钢混,1,1,1,1, 朝阳,54558
